numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,pres,tend24,raf10,rafper,per,etat_sol,ht_neige,rr1,rr3,rr6,rr12,rr24,weighted_precip,pres_diff
7149,2021-09-26 09:00:00,101630,130,1,220,3.6,291.05,288.85,87,16340,1,2.0,2.0,100.0,7.0,100570,30.0,6.0,6.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.006666666666666667,1060
7149,2021-09-26 15:00:00,101560,-10,5,200,4.5,293.45,290.65,84,16200,17,9.0,8.0,75.0,6.0,100510,230.0,8.6,11.9,-10,2.0,0.0,1.4,1.6,2.8,2.8,2.8,2.5466666666666664,1050
7149,2021-09-26 18:00:00,101650,80,3,210,3.3,291.75,289.75,88,20000,3,2.0,2.0,90.0,6.0,100590,270.0,5.2,8.0,-10,1.0,0.0,-0.1,-0.1,1.6,2.8,2.8,0.82,1060
7149,2021-09-27 00:00:00,101630,-60,7,200,2.9,288.95,288.45,97,12390,0,0.0,0.0,75.0,6.0,100560,200.0,4.0,5.0,-10,1.0,0.0,0.0,0.0,0.0,1.6,2.8,1.3599999999999999,1070
7149,2021-09-27 03:00:00,101560,-60,6,200,3.7,289.35,288.75,96,12000,2,2.0,2.0,100.0,8.0,100500,130.0,6.1,6.1,-10,1.0,0.0,0.0,0.2,0.2,0.2,3.0,1.12,1060
7149,2021-09-27 06:00:00,101480,-80,8,170,3.7,289.25,288.15,93,20000,2,2.0,2.0,90.0,7.0,100420,-20.0,7.3,7.3,-10,1.0,0.0,0.0,0.0,0.2,0.2,3.0,0.26666666666666666,1060
7149,2021-09-27 09:00:00,101500,20,1,180,3.2,289.65,288.65,94,20000,21,6.0,2.0,100.0,8.0,100440,-130.0,5.5,6.4,-10,1.0,0.0,-0.1,0.4,0.4,0.6,3.4,0.46,1060
7149,2021-09-27 12:00:00,101670,150,3,300,4.4,286.95,285.55,91,6000,61,6.0,6.0,100.0,8.0,100590,70.0,8.7,13.5,-10,1.0,0.0,3.7,4.5,4.9,5.1,6.7,5.42,1080
7149,2021-09-27 15:00:00,101830,180,3,290,3.8,291.85,284.65,63,30000,1,0.0,0.0,40.0,3.0,100770,260.0,6.8,9.4,-10,1.0,0.0,0.0,0.2,4.7,5.1,5.3,4.093333333333333,1060
7149,2021-09-27 18:00:00,102110,260,3,290,1.4,288.65,283.45,71,53630,1,0.0,0.0,10.0,1.0,101030,440.0,2.1,5.7,-10,1.0,0.0,0.0,0.0,0.2,5.1,5.3,1.0733333333333335,1080
7149,2021-09-27 21:00:00,102330,210,1,200,0.7,284.55,282.45,87,41690,1,0.0,0.0,10.0,1.0,101240,620.0,1.0,1.2,-10,1.0,0.0,0.0,0.0,0.0,4.7,5.3,3.02,1090
7149,2021-09-28 00:00:00,102410,80,1,190,1.1,284.65,283.25,91,31190,3,2.0,2.0,75.0,1.0,101320,760.0,1.9,1.9,-10,1.0,0.0,0.0,0.0,0.0,0.2,5.3,1.82,1090
7149,2021-09-28 03:00:00,102370,-50,8,150,1.3,283.25,282.45,95,30000,2,2.0,2.0,75.0,1.0,101270,770.0,1.8,1.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.7,1100
7149,2021-09-28 09:00:00,102350,10,3,160,1.7,287.25,283.65,79,30000,2,2.0,2.0,90.0,0.0,101270,830.0,3.1,3.1,-10,0.0,0.0,0.0,0.0,0.2,0.2,4.9,0.39333333333333337,1080
7149,2021-09-28 12:00:00,102200,-140,7,220,2.4,290.75,283.15,61,35060,1,2.0,2.0,90.0,1.0,101130,540.0,4.6,6.3,-10,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.18666666666666665,1070
7149,2021-09-28 15:00:00,101980,-210,6,180,4.1,292.05,280.75,48,30000,1,2.0,2.0,60.0,1.0,100920,150.0,6.8,7.4,-10,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.12000000000000001,1060
7149,2021-09-28 18:00:00,101910,-80,6,180,2.1,288.95,281.15,60,57540,1,2.0,2.0,75.0,5.0,100840,-190.0,4.0,4.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.013333333333333334,1070
7149,2021-09-28 21:00:00,101890,-30,8,190,3.1,286.95,281.75,71,30000,1,2.0,2.0,60.0,2.0,100810,-430.0,5.4,5.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,1080
7149,2021-09-29 00:00:00,101810,-80,6,200,3.3,287.15,281.95,71,25000,3,2.0,2.0,90.0,7.0,100730,-590.0,5.5,7.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,1080
7149,2021-09-29 03:00:00,101740,-70,5,230,6.5,287.25,284.55,84,51880,3,2.0,2.0,75.0,3.0,100660,-610.0,11.3,12.6,-10,0.0,0.0,0.0,-0.1,-0.1,-0.1,0.2,0.006666666666666662,1080
7149,2021-09-29 06:00:00,101880,130,3,260,3.6,285.25,283.85,91,10000,60,6.0,2.0,100.0,7.0,100790,-470.0,5.6,13.7,-10,2.0,0.0,3.3,3.5,3.5,3.5,3.5,3.433333333333333,1090
7149,2021-09-29 09:00:00,102160,290,1,280,6.4,287.85,283.25,74,11270,3,1.0,1.0,50.0,3.0,101080,-190.0,9.1,9.3,-10,1.0,0.0,0.0,-0.1,3.5,3.5,3.5,1.3733333333333335,1080
7149,2021-09-29 12:00:00,102350,190,3,300,7.2,289.05,280.55,57,15000,25,8.0,6.0,90.0,6.0,101270,140.0,15.9,15.9,-10,0.0,0.0,-0.1,-0.1,-0.1,3.5,3.5,2.06,1080
7149,2021-09-29 15:00:00,102530,180,3,300,6.3,288.85,279.55,54,28130,25,8.0,6.0,75.0,4.0,101450,530.0,10.0,13.7,-10,0.0,0.0,-0.1,-0.1,-0.1,3.5,3.5,2.06,1080
7149,2021-09-29 21:00:00,102910,160,1,270,2.5,283.65,279.55,76,20000,2,0.0,0.0,50.0,0.0,101810,1000.0,3.4,3.8,-10,0.0,0.0,0.0,0.0,0.0,-0.1,3.5,1.1400000000000001,1100
7149,2021-09-30 00:00:00,102970,50,1,260,2.4,281.95,279.35,84,20000,1,0.0,0.0,10.0,0.0,101860,1130.0,3.1,3.6,-10,0.0,0.0,0.0,0.0,0.0,-0.1,3.5,1.1400000000000001,1110
7149,2021-09-30 03:00:00,102930,-50,7,200,1.0,280.55,279.15,91,25000,1,0.0,0.0,0.0,0.0,101810,1150.0,2.0,3.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.1666666666666667,1120
7149,2021-09-30 06:00:00,102950,20,3,210,1.5,279.15,278.15,93,25000,3,0.0,0.0,25.0,0.0,101830,1040.0,2.2,2.7,-10,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.13333333333333333,1120
7149,2021-09-30 09:00:00,102920,0,4,200,2.4,286.45,280.45,67,30000,2,2.0,2.0,60.0,1.0,101830,750.0,4.3,4.3,-10,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.08000000000000002,1090
7149,2021-09-30 12:00:00,102760,-150,8,230,5.5,289.75,278.95,49,30000,1,1.0,1.0,50.0,1.0,101680,410.0,8.7,9.2,-10,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.12000000000000001,1080
7149,2021-09-30 15:00:00,102490,-260,8,210,5.0,291.15,277.35,40,30000,1,1.0,1.0,50.0,3.0,101420,-30.0,7.8,9.9,-10,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.12000000000000001,1070
7149,2021-09-30 18:00:00,102430,-70,5,200,2.0,288.15,278.65,53,25000,1,2.0,2.0,75.0,3.0,101350,-300.0,2.9,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.013333333333333334,1080
7149,2021-09-30 21:00:00,102370,-70,8,170,2.1,285.75,278.45,61,42240,1,2.0,2.0,75.0,0.0,101280,-530.0,2.8,3.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,1090
7149,2021-06-01 00:00:00,101590,-70,6,50,1.1,287.45,278.25,54,25000,2,0.0,0.0,0.0,0.0,100510,-530.0,2.0,4.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-01 03:00:00,101490,-100,6,30,2.3,286.25,278.15,58,25000,2,0.0,0.0,0.0,0.0,100410,-560.0,3.7,3.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-01 06:00:00,101420,-60,6,70,2.0,289.35,279.75,53,25000,2,0.0,0.0,0.0,0.0,100350,-630.0,3.1,4.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-01 09:00:00,101300,-90,8,80,2.7,295.35,284.45,50,25000,2,0.0,0.0,10.0,0.0,100260,-650.0,4.9,5.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
7149,2021-06-01 12:00:00,101160,-130,8,100,3.9,298.85,284.95,42,19810,2,0.0,0.0,10.0,0.0,100130,-670.0,6.6,7.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-01 15:00:00,101070,-80,8,100,4.1,300.25,285.45,40,25000,2,0.0,0.0,10.0,0.0,100050,-660.0,6.7,7.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020
7149,2021-06-01 18:00:00,100980,-90,6,80,4.8,299.35,286.85,46,24720,2,0.0,0.0,25.0,1.0,99960,-600.0,7.2,7.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020
7149,2021-06-01 21:00:00,101090,90,3,70,3.7,295.75,286.75,57,40520,1,0.0,0.0,25.0,0.0,100050,-530.0,5.3,5.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
7149,2021-06-02 00:00:00,101090,-10,8,70,2.0,292.25,285.05,63,44950,2,0.0,0.0,10.0,1.0,100040,-470.0,3.9,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-02 03:00:00,101100,0,5,90,1.4,288.85,285.25,79,25000,1,0.0,0.0,10.0,0.0,100040,-370.0,1.8,2.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-02 06:00:00,101160,70,3,170,2.5,291.15,287.45,79,17200,1,0.0,0.0,40.0,1.0,100110,-240.0,4.5,4.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-02 09:00:00,101210,70,1,170,4.5,297.45,290.95,67,17030,3,1.0,1.0,60.0,2.0,100180,-80.0,7.6,7.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-02 12:00:00,101270,60,2,220,5.7,299.15,290.55,59,25000,3,2.0,2.0,75.0,5.0,100240,110.0,10.1,10.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-02 15:00:00,101350,80,3,230,8.1,298.35,289.75,59,25000,1,2.0,2.0,75.0,3.0,100320,270.0,12.5,13.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-02 18:00:00,101480,120,1,210,3.5,296.05,289.55,67,25000,1,2.0,2.0,75.0,4.0,100440,480.0,5.7,7.7,-10,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.06666666666666667,1040
7149,2021-06-02 21:00:00,101690,200,3,220,3.5,293.35,289.55,79,18000,3,2.0,2.0,75.0,3.0,100640,590.0,5.5,7.6,-10,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.08000000000000002,1050
7149,2021-06-03 00:00:00,101740,40,1,260,1.4,291.95,288.85,82,17620,2,2.0,2.0,90.0,5.0,100680,640.0,2.1,5.7,-10,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.060000000000000005,1060
7149,2021-06-03 03:00:00,101810,70,1,200,0.7,290.75,288.55,87,12920,0,2.0,2.0,100.0,8.0,100750,710.0,1.5,2.7,-10,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.060000000000000005,1060
7149,2021-06-03 06:00:00,101930,120,1,190,1.7,291.95,289.55,86,13900,0,2.0,2.0,100.0,8.0,100870,760.0,2.9,2.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.006666666666666667,1060
7149,2021-06-03 09:00:00,101990,80,1,290,0.9,296.05,289.85,68,14140,3,2.0,2.0,90.0,1.0,100950,770.0,2.3,2.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.006666666666666667,1040
7149,2021-06-03 15:00:00,101850,-100,6,120,2.3,299.55,287.65,48,25000,1,0.0,0.0,50.0,3.0,100820,500.0,4.1,5.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.03333333333333333,1030
7149,2021-06-03 18:00:00,101890,30,3,340,3.9,296.15,289.45,66,19840,15,2.0,2.0,75.0,2.0,100850,410.0,6.5,10.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
7149,2021-06-03 21:00:00,102030,120,3,30,2.6,292.55,288.25,76,41470,1,2.0,2.0,60.0,5.0,100970,330.0,3.8,4.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-04 00:00:00,101990,-40,8,40,2.7,290.55,288.35,87,38810,1,1.0,1.0,75.0,0.0,100930,250.0,3.5,3.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-04 03:00:00,102030,30,1,20,6.0,289.85,289.05,95,2750,95,9.0,9.0,90.0,7.0,100960,210.0,9.8,9.8,-10,0.0,0.0,8.2,8.6,8.6,8.6,8.6,8.573333333333332,1070
7149,2021-06-04 06:00:00,102060,30,3,330,3.1,288.55,287.95,96,5640,95,9.0,8.0,90.0,7.0,100990,120.0,4.7,12.3,-10,2.0,0.0,14.9,15.1,23.7,23.7,23.7,18.473333333333336,1070
7149,2021-06-04 12:00:00,102070,30,0,210,3.7,294.45,289.65,74,25000,3,2.0,2.0,90.0,7.0,101020,100.0,8.8,8.8,-10,0.0,0.0,0.0,0.0,1.0,24.7,24.7,15.020000000000001,1050
7149,2021-06-04 15:00:00,102090,10,0,300,4.3,293.15,288.55,75,25000,1,2.0,2.0,90.0,5.0,101030,210.0,7.1,7.9,-10,1.0,0.0,0.0,0.4,0.4,16.5,25.1,12.9,1060
7149,2021-06-04 18:00:00,102130,40,3,310,4.1,291.85,287.75,77,25000,3,2.0,2.0,90.0,7.0,101070,220.0,7.1,8.2,-10,0.0,0.0,0.0,0.0,0.4,1.4,25.1,1.9400000000000002,1060
7149,2021-06-05 00:00:00,102340,90,2,310,3.8,288.45,285.75,84,25080,1,2.0,2.0,100.0,7.0,101260,330.0,6.0,7.7,-10,0.0,0.0,0.0,0.0,0.0,0.4,25.1,8.473333333333333,1080
7149,2021-06-05 03:00:00,102310,-30,7,280,4.3,287.25,285.65,90,20000,3,2.0,2.0,100.0,7.0,101230,270.0,6.2,7.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,16.5,5.5,1080
7149,2021-06-05 06:00:00,102440,120,3,320,5.6,286.55,284.25,86,14780,2,2.0,2.0,100.0,7.0,101350,360.0,8.1,8.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.09333333333333332,1090
7149,2021-06-05 09:00:00,102470,50,0,320,4.8,289.65,285.45,76,27700,1,2.0,2.0,100.0,7.0,101400,410.0,7.6,9.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02666666666666667,1070
7149,2021-06-05 12:00:00,102490,20,1,310,5.4,291.55,285.35,67,20000,1,2.0,2.0,90.0,7.0,101420,400.0,8.9,9.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.13333333333333333,1070
7149,2021-06-05 15:00:00,102480,-10,8,330,4.6,291.25,285.05,67,28090,1,2.0,2.0,90.0,7.0,101410,380.0,7.5,7.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-05 18:00:00,102460,-20,5,340,4.8,292.05,285.35,65,25000,2,2.0,2.0,75.0,6.0,101390,320.0,7.5,7.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-05 21:00:00,102580,110,3,30,2.4,288.55,285.85,84,25000,2,0.0,0.0,40.0,3.0,101500,330.0,3.6,8.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-06 00:00:00,102620,30,1,290,1.1,285.65,284.25,91,25000,3,0.0,0.0,10.0,0.0,101530,270.0,1.5,3.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-06-06 03:00:00,102530,-100,8,330,2.3,283.85,282.25,90,25000,3,0.0,0.0,10.0,1.0,101430,200.0,3.6,3.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
7149,2021-06-06 06:00:00,102520,10,3,320,1.9,287.75,283.55,76,19950,2,0.0,0.0,10.0,1.0,101440,90.0,4.9,5.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-06 09:00:00,102520,10,0,10,2.5,291.95,281.05,49,30000,1,0.0,0.0,10.0,1.0,101450,50.0,5.9,5.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-06 12:00:00,102440,-70,8,350,2.2,294.85,284.25,51,22180,1,0.0,0.0,40.0,3.0,101380,-40.0,6.0,7.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-06 15:00:00,102330,-100,7,50,3.7,295.55,284.35,49,13370,3,2.0,2.0,60.0,5.0,101280,-130.0,6.3,8.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-06 18:00:00,102290,-50,5,20,3.2,294.35,284.35,53,33130,1,2.0,2.0,75.0,6.0,101230,-160.0,5.3,6.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-06 21:00:00,102390,90,3,30,3.8,291.35,286.25,72,22640,1,0.0,0.0,0.0,0.0,101320,-180.0,6.7,7.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-07 00:00:00,102410,10,0,20,2.6,288.85,285.75,82,20000,1,1.0,1.0,10.0,1.0,101330,-200.0,3.4,5.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-07 03:00:00,102380,-40,5,10,2.1,286.05,284.75,92,20000,3,0.0,0.0,10.0,0.0,101290,-140.0,2.7,4.5,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
7149,2021-06-07 06:00:00,102380,10,3,40,2.1,288.85,285.25,79,20000,1,0.0,0.0,10.0,0.0,101300,-140.0,3.4,4.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-07 09:00:00,102360,0,0,360,1.1,294.15,286.35,61,20000,2,0.0,0.0,25.0,1.0,101300,-150.0,3.2,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-07 12:00:00,102310,-40,8,30,2.8,295.25,283.45,47,25000,3,1.0,1.0,60.0,5.0,101260,-120.0,6.0,7.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-07 15:00:00,102250,-60,8,360,3.7,296.25,283.65,45,7290,2,2.0,2.0,90.0,7.0,101200,-80.0,6.9,6.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-07 18:00:00,102200,-50,6,350,3.5,296.05,284.15,47,25260,1,1.0,1.0,10.0,1.0,101150,-80.0,5.6,6.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-07 21:00:00,102310,90,3,350,1.4,291.05,281.65,54,50740,2,0.0,0.0,10.0,0.0,101240,-80.0,1.8,4.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-08 00:00:00,102350,30,1,340,1.6,287.75,285.05,84,30000,2,0.0,0.0,0.0,0.0,101270,-60.0,2.4,3.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-08 03:00:00,102350,0,5,340,1.3,286.65,284.65,88,20000,3,0.0,0.0,10.0,1.0,101270,-20.0,2.2,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-08 06:00:00,102400,50,2,320,2.0,288.85,285.45,80,20000,3,0.0,0.0,25.0,1.0,101320,20.0,4.0,6.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-08 09:00:00,102370,-10,8,10,2.2,294.35,285.75,58,20000,1,0.0,0.0,10.0,1.0,101310,10.0,4.7,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-08 15:00:00,102210,-80,6,310,2.8,297.15,284.15,44,19480,0,2.0,2.0,90.0,1.0,101160,-40.0,4.8,6.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-08 18:00:00,102180,-30,5,340,3.4,296.35,285.35,50,27980,3,2.0,2.0,90.0,5.0,101130,-20.0,6.3,6.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-08 21:00:00,102280,90,3,30,2.5,293.45,285.15,59,20000,1,0.0,0.0,25.0,1.0,101220,-20.0,3.7,4.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-09 00:00:00,102300,10,0,360,2.3,290.35,285.05,71,20000,2,0.0,0.0,0.0,0.0,101230,-40.0,4.0,4.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-09 03:00:00,102280,-30,7,330,1.4,287.15,283.55,79,20000,2,0.0,0.0,0.0,0.0,101200,-70.0,1.9,2.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
7149,2021-06-09 06:00:00,102300,30,3,330,1.5,291.65,285.85,69,20000,2,1.0,1.0,60.0,0.0,101230,-90.0,4.8,4.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-09 09:00:00,102290,10,0,340,2.5,296.85,285.45,49,15420,2,2.0,2.0,60.0,0.0,101240,-70.0,4.6,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-09 12:00:00,102250,-30,8,320,3.1,299.45,285.15,41,20000,3,2.0,2.0,60.0,2.0,101210,-30.0,6.0,6.0,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
7149,2021-06-09 15:00:00,102130,-110,7,10,2.4,300.05,284.95,39,24590,1,2.0,2.0,60.0,4.0,101100,-60.0,5.8,6.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-09 18:00:00,102110,-30,5,330,0.7,298.35,284.85,43,20000,1,2.0,2.0,60.0,3.0,101070,-60.0,3.2,6.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
7149,2021-06-09 21:00:00,102240,110,3,120,1.0,293.55,286.25,63,39810,3,2.0,2.0,90.0,5.0,101180,-40.0,1.7,3.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-10 00:00:00,102230,-10,0,330,2.8,291.95,287.45,75,20000,2,2.0,2.0,90.0,4.0,101170,-60.0,3.8,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-10 03:00:00,102190,-40,8,330,2.7,292.25,288.75,80,20000,3,2.0,2.0,90.0,1.0,101130,-70.0,4.4,4.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-10 06:00:00,102210,20,3,70,2.6,291.45,286.05,71,33190,0,2.0,2.0,90.0,7.0,101150,-80.0,3.7,4.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-10 09:00:00,102260,60,0,40,1.6,295.35,284.75,51,25000,1,1.0,1.0,10.0,1.0,101210,-30.0,3.9,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-10 15:00:00,102040,-120,8,340,2.5,300.45,287.85,46,30000,2,0.0,0.0,40.0,2.0,101010,-90.0,5.6,6.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-10 18:00:00,101960,-80,7,340,3.6,299.75,287.55,47,19110,2,0.0,0.0,25.0,2.0,100930,-140.0,5.7,6.8,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-10 21:00:00,102110,130,3,350,2.6,294.85,288.45,67,49010,1,0.0,0.0,10.0,1.0,101060,-120.0,4.0,5.9,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-11 00:00:00,102130,10,1,40,3.5,291.65,288.15,80,20000,2,0.0,0.0,0.0,0.0,101070,-100.0,5.0,7.1,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-11 03:00:00,102110,-30,8,10,1.7,288.85,286.35,85,20000,3,0.0,0.0,10.0,0.0,101040,-90.0,2.3,2.3,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-11 06:00:00,102140,40,3,360,1.3,292.85,287.25,70,19800,2,0.0,0.0,10.0,0.0,101080,-70.0,4.2,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-11 09:00:00,102180,50,2,10,2.7,296.35,288.45,61,19360,3,0.0,0.0,10.0,1.0,101130,-80.0,5.4,5.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
7149,2021-06-11 12:00:00,102100,-70,8,320,5.2,298.75,287.55,50,19950,3,0.0,0.0,40.0,2.0,101060,-70.0,9.7,9.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040
7149,2021-06-11 15:00:00,102030,-60,7,290,3.2,300.65,287.65,45,19960,2,0.0,0.0,50.0,2.0,101000,-10.0,7.0,8.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-11 18:00:00,101980,-50,6,340,3.3,299.25,287.35,48,25000,1,0.0,0.0,40.0,1.0,100950,20.0,5.6,6.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030
7149,2021-06-11 21:00:00,102130,120,3,310,2.7,293.55,287.45,68,25000,1,0.0,0.0,25.0,0.0,101070,10.0,4.4,4.6,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-12 00:00:00,102190,60,1,30,1.5,292.15,289.05,82,30000,2,0.0,0.0,10.0,0.0,101130,60.0,2.4,4.7,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060
7149,2021-06-12 03:00:00,102230,30,3,340,2.4,288.85,287.05,89,46190,3,0.0,0.0,10.0,0.0,101160,120.0,3.7,4.2,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
7149,2021-06-12 06:00:00,102280,50,3,300,1.7,291.15,287.25,78,41100,1,1.0,1.0,60.0,0.0,101210,130.0,2.5,5.4,-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070
